Sample ID	Input Reads	Uniquely Mapped Reads
MO_2151-capt-SI_20970-HG5WGBCX2	44221472	41847205
MO_2155-capt-SI_21007-HG5TNBCX2	56761892	53330887
MO_2156-capt-SI_21088-HG73TBCX2	50887798	48266898
MO_2159-capt-SI_21020-HG75LBCX2	53377955	50626774
MO_2161-capt-SI_21141-HG3J7BCX2	47545355	44614798
MO_2165-capt-SI_21143-HG5WWBCX2	48759177	46878920
MO_2167-capt-SI_21048-HG75VBCX2	53916995	50713963
MO_2168-capt-SI_21211-CC2LYANXX	57630127	55389941
MO_2170-capt-SI_21089-HG77YBCX2	54023058	49802293
MO_2171-capt-SI_21090-HG77YBCX2	47911245	45373767
MO_2176-capt-SI_21212-CC2LYANXX	60668380	58041948
MO_2177-capt-SI_21231-HG3JJBCX2	62922147	45857587
MO_2178-capt-SI_21232-HG3JJBCX2	55382924	50869859
MO_2179-capt-SI_21274-HG3KVBCX2	48234541	45961128
MO_2181-capt-SI_21344-HG5WMBCX2	50244461	47116078
MO_2182-capt-SI_21213-CC2LYANXX	65304453	63040950
MO_2183-capt-SI_21233-HG3H3BCX2	53072317	49636483
MO_2187-capt-SI_21345-HG3MVBCX2	54702814	50430683
MO_2189-capt-SI_21295-HG3KMBCX2	61687781	58582208
MO_2192-capt-SI_21453-HHMTTBCX2	54508340	51091635
MO_2193-capt-SI_21355-CC1FDANXX	52702308	49191943
MO_2196-capt-SI_21357-CC1FDANXX	48379620	36434591
MO_2204-capt-SI_21404-CC1FDANXX	52445449	49176879
MO_2209-capt-SI_21455-CC1L3ANXX	55253463	52286902
MO_2213-capt-SI_21555-HHMTYBCX2	53774378	49888083
MO_2215-capt-SI_21542-HHMTYBCX2	49925084	46285904
MO_2217-capt-SI_21661-HHWN7BCX2	51064351	49055992
MO_2218-capt-SI_21611-HHWWVBCX2	49848590	44628330
MO_2226-capt-SI_21559-CC1TWANXX	61360435	58994705
MO_2227-capt-SI_21664-CC1FJANXX	52780889	50246574
MO_2228-capt-SI_21615-HHNGVBCX2	59982500	56270100
MO_2232-capt-SI_21689-CC1FJANXX	50173774	47115538
MO_2240-capt-SI_21817-HHMV3BCX2	58186251	54468077
MO_2241-capt-SI_21786-HHWTCBCX2	55522547	52601136
MO_2243-capt-SI_21787-HHWTCBCX2	55796764	53264809
MO_2248-capt-SI_21705-CC1FJANXX	50863116	48331030
MO_2253-capt-SI_21847-HHTKWBCX2	59621330	54316672
MO_2254-capt-SI_21823-HHMTWBCX2	48151292	44680785
MO_2263-capt-SI_21941-CCDW7ANXX	47471405	35901290
MO_2267-capt-SI_21868-CCE0WANXX	45137880	42870587
TP_2005-capt-SI_5852-C19L8ACXX	60311209	50509193
TP_2057-capt-SI_8248-C471RANXX	55492985	43659812
TP_2066-capt-SI_8848-C472VANXX	66230756	54816315
TP_2094-capt-SI_10668-C6UPRANXX	64862800	56669912
TP_2097-capt-SI_10859-C6URJANXX	64562498	42618759
TP_2103-capt-SI_11013-HKMKKADXX	60636108	45744601
TP_2108-capt-SI_11225-C6UTYANXX	66471908	60186840
TP_2110-capt-SI_11268-C6UPNANXX	68578800	53171039
TP_2113-capt-SI_11427-HVGFHADXX	67789822	47014158
TP_2114-capt-SI_11385-C6UVMANXX	59823791	52919311
TP_2117-capt-SI_11428-HV7JJADXX	66211309	50167209
TP_2139-capt-SI_12029-H535MADXX	49173660	30815848
TP_2142-capt-SI_12057-H53C5ADXX	65345822	47151821
TP_2147-capt-SI_12094-H3YVYADXX	61939486	35394897
TP_2149-capt-SI_12298-H523NADXX	50836414	33195705
TP_2152-capt-SI_12343-H3YGGADXX	57657897	34193679
TP_2158-capt-SI_12478-H3MG7ADXX	70408415	54959248
TP_2162-capt-SI_12620-H3YGWADXX	51562423	27199496
TP_2163-capt-SI_12587-H3YKFADXX	46549053	29277381
TP_2172-capt-SI_12661-C8H3PANXX	43543743	25417844
TP_2176-capt-SI_12662-H3YGFADXX	47902153	31303802
TP_2184-capt-SI_12746-H3YC2ADXX	47143399	29166938
TP_2187-capt-SI_12887-H2NKYADXY	54805138	34163171
TP_2188-capt-SI_12888-H3VL7ADXX	55063628	31308318
TP_2189-capt-SI_13029-C8LK8ANXX	62588313	39981485
TP_2214-capt-SI_13359-HM552BCXX	55678129	37136898
TP_2219-capt-SI_13474-HM57HBCXX	52768233	43173977
TP_2223-capt-SI_13633-C8WDNANXX	63552457	44837018
TP_2238-capt-SI_13868-HTKWVBCXX	54805844	39797057
TP_2243-capt-SI_14080-HVHMNBCXX	52052757	41580364
TP_2245-capt-SI_14168-HVK7TBCXX	44216687	31888628
TP_2250-capt-SI_14375-HYJ7MBCXX	45663656	36387600
TP_2258-capt-SI_14480-HYHC3BCXX	62892407	31560343
TP_2260-capt-SI_14543-HYGWMBCXX	63463804	54798392
TP_2261-capt-SI_14621-HYH5FBCXX	49445123	31837458
TP_2268-capt-SI_14680-HYM3KBCXX	47068585	31514783
TP_2271-capt-SI_14832-H2WG7BCXY	50911719	34905668
TP_2276-capt-SI_14879-H32V7BCXY	55720212	35743292
TP_2279-capt-SI_14945-H2V5YBCXY	49446677	34666111
TP_2281-capt-SI_15526-H5527BCXY	56510648	44147656
TP_2285-capt-SI_15166-H5CFCBCXY	47191633	35540753
TP_2289-capt-SI_15114-H57J7BCXY	47988445	32122785
TP_2291-capt-SI_15167-H5CFCBCXY	49891833	45342142
TP_2298-capt-SI_15302-H3V7CBCXY	54861859	37231618
TP_2299-capt-SI_15399-HFF2HBCXY	61120309	45343651
TP_2300-capt-SI_15303-H3YHNBCXY	53256217	23346257
TP_2301-capt-SI_15304-H3YHYBCXY	54711536	34721992
TP_2316-capt-SI_15805-CA3TJANXX	50352542	46378327
TP_2317-capt-SI_15810-CA300ANXX	50272555	46928259
TP_2324-capt-SI_16952-HJMJJBCXY	56542916	54113582
TP_2327-capt-SI_16113-HGTTHBCXY	58435636	53688841
TP_2328-capt-SI_16810-HJMMHBCXY	49670196	46502621
TP_2335-capt-SI_16695-HJMJCBCXY	60488654	58288152
TP_2404-capt-SI_16869-HJMJFBCXY	48870154	45328720
TP_2409-capt-SI_17077-CB02EANXX	47002090	45187940
TP_2413-capt-SI_17121-CB01LANXX	49544453	44883216
TP_2429-capt-SI_17632-HM255BCXY	56008960	51732767
TP_2431-capt-SI_17557-CAUU8ANXX	44800843	42637851
TP_2437-capt-SI_21348-HG5YNBCX2	62025404	57647261
TP_2458-capt-SI_18941-CBKMCANXX	58919713	54961206
TP_2478-capt-SI_18979-CBKMCANXX	55070443	52510418
TP_2482-capt-SI_19088-HYJGNBCXY	41318477	39319472
TP_2483-capt-SI_19268-CBTA7ANXX	55176330	53161367
TP_2484-capt-SI_19267-HYJJCBCXY	51199932	48266505
TP_2488-capt-SI_19269-CBTA7ANXX	53157790	51281246
TP_2506-capt-SI_19668-CBR92ANXX	58804325	56018336
TP_2521-capt-SI_20482-H3GGMBCX2	50401221	47980358
TP_2524-capt-SI_20484-H3GK2BCX2	53489155	48584461
TP_2530-capt-SI_20466-H3JLMBCX2	46901910	44904875
TP_2533-capt-SI_21456-CC1L3ANXX	70383085	68834468
TP_2535-capt-SI_20779-HCMNLBCX2	58386927	55426854
TP_2545-capt-SI_21012-HG75LBCX2	67221174	62172582
TP_2554-capt-SI_21351-HG5YCBCX2	53235853	51587114
UT_4036-capt-SI_14028-C8WDBANXX	45977554	30204129
UT_4036-capt-SI_14029-C8WDBANXX	47704637	32398643
UT_4036-capt-SI_14030-C8WDBANXX	51079432	37687139
UT_4037-capt-SI_14031-C8WDBANXX	48577245	35923478
UT_4037-capt-SI_14032-C8WDBANXX	48110102	35601568
UT_4037-capt-SI_14033-C9EL5ANXX	64823854	49543152
UT_4039-capt-SI_14073-C9EL5ANXX	68504193	52876676
UT_4039-capt-SI_14074-C9EL5ANXX	82345074	64654764
UT_4039-capt-SI_14075-C9EL5ANXX	67108445	53496780
UT_4040-capt-SI_14117-C9EN9ANXX	47872111	34473857
UT_4040-capt-SI_14118-C9EN9ANXX	36657402	31741519
UT_4040-capt-SI_14119-C9EN9ANXX	33525567	28397657
UT_4041-capt-SI_14120-C9EN9ANXX	48270361	37017687
UT_4041-capt-SI_14121-C9EN9ANXX	44555493	34295728
UT_4041-capt-SI_14122-C9EN9ANXX	47282467	34848601
UT_4042-capt-SI_14123-C9ENRANXX	47258288	32702882
UT_4042-capt-SI_14124-C9ENRANXX	64834668	44742298
UT_4042-capt-SI_14125-C9ENVANXX	65140484	46863279
UT_4048-capt-SI_14250-C9EUCANXX	46110216	35512316
UT_4048-capt-SI_14251-C9EUCANXX	58631459	46378038
UT_4048-capt-SI_14252-C9EUCANXX	54952099	47264094
UT_4048-capt-SI_14253-C9EUCANXX	49300456	44234795
UT_4049-capt-SI_14254-C9EUCANXX	58643848	48746526
UT_4049-capt-SI_14255-C9EMPANXX	50264245	40137388
UT_4049-capt-SI_14256-C9EMPANXX	59494301	47677714
UT_4049-capt-SI_14257-C9EMPANXX	69135962	50192325
UT_4050-capt-SI_14306-C9EN9ANXX	46765448	32351057
UT_4050-capt-SI_14307-C9EN9ANXX	50883703	36404707
UT_4050-capt-SI_14308-C9EN9ANXX	48700247	35162924
MM_5001-capt-SI_10559-C6EEUANXX	53976605	36166848
MM_5002-capt-SI_10594-HGY2JADXX	99466707	67604037
MM_5003-capt-SI_12893-H2NKYADXY	47490345	34041682
MM_5004-capt-SI_17360-HLLM3BCXY	55095618	39017390
MM_5005-capt-SI_13154-H5NFVADXY	53545664	34319523
MM_5006-capt-SI_13301-HKYMCBCXX	49843116	36060194
MM_5007-capt-SI_13302-HKYMCBCXX	56093360	47932442
MM_5008-capt-SI_13303-HL5T5BCXX	51816494	45126807
MM_5010-capt-SI_13392-HL2HWBCXX	58076209	35047322
MM_5011-capt-SI_13418-HL2MMBCXX	60667406	38702461
MM_5012-capt-SI_13431-HM57NBCXX	54440667	32320246
MM_5013-capt-SI_13432-HM57NBCXX	53537204	29636432
MM_5014-capt-SI_13475-HM55GBCXX	50417963	42391780
MM_5015-capt-SI_13517-HMHHJBCXX	49165175	41266937
MM_5016-capt-SI_13518-HMF72BCXX	60578726	50067393
MM_5017-capt-SI_13543-HMF72BCXX	54044763	40413181
MM_5018-capt-SI_13631-HN55TBCXX	52175690	38037561
MM_5020-capt-SI_13733-HTH2NBCXX	55347905	42737478
MM_5021-capt-SI_13770-HTGKKBCXX	48979455	29372051
MM_5022-capt-SI_13802-HTH3CBCXX	47412902	32298177
MM_5036-capt-SI_13931-HVHJJBCXX	46967203	30414637
MM_5038-capt-SI_13982-HVK7CBCXX	75209341	24156870
MM_5040-capt-SI_14076-HVKJ3BCXX	55255944	48849697
MM_5042-capt-SI_14171-HVHMWBCXX	52747873	35868770
MM_5043-capt-SI_14126-HVHKTBCXX	46109753	33799434
MM_5045-capt-SI_14258-HVK7GBCXX	57796285	40347139
MM_5046-capt-SI_14346-HYGMCBCXX	46922359	29437864
MM_5047-capt-SI_14347-HYHYVBCXX	48798312	33542736
MM_5048-capt-SI_14348-HYHYVBCXX	48427061	33090227
MM_5049-capt-SI_14349-HYGMCBCXX	44382199	31025105
MM_5050-capt-SI_14380-HYJKTBCXX	51343442	33927539
MM_5051-capt-SI_14381-HYJKTBCXX	52951839	44031401
MM_5052-capt-SI_14455-HYGWKBCXX	70391464	42066461
MM_5053-capt-SI_14456-HYGWKBCXX	53862595	30989766
MM_5054-capt-SI_14478-HYH7TBCXX	58402934	39791304
MM_5055-capt-SI_14527-HYG2FBCXX	52426531	32908390
MM_5055-capt-SI_14527-HYM52BCXX	43863024	21125167
MM_5057-capt-SI_14528-HYG2FBCXX	58132343	17731726
MM_5057-capt-SI_14528-HYM52BCXX	58126887	13444563
MM_5058-capt-SI_14529-HYGVGBCXX	51937033	30641385
MM_5058-capt-SI_14529-HYH55BCXX	26938514	11667649
MM_5060-capt-SI_14530-HYGVGBCXX	45403840	30120649
MM_5060-capt-SI_14530-HYH55BCXX	22076997	10821344
MM_5061-capt-SI_14592-HYGLNBCXX	53716860	32485429
MM_5062-capt-SI_14679-HYM3KBCXX	51323418	18930737
MM_5063-capt-SI_14733-HYGTVBCXX	46337555	32420679
MM_5064-capt-SI_14734-HYGTVBCXX	50222875	35150926
MM_5065-capt-SI_14735-HYGTVBCXX	44494483	32209384
MM_5066-capt-SI_14741-H2VNGBCXY	51087452	21781895
MM_5067-capt-SI_14742-H2VNGBCXY	51274557	34923484
MM_5068-capt-SI_14743-H2VNGBCXY	50002520	30790781
MM_5069-capt-SI_14744-H2VCNBCXY	55458444	38562682
MM_5070-capt-SI_14745-H2VCNBCXY	52408200	33633193
MM_5071-capt-SI_14797-H2TYGBCXY	41470655	30101485
MM_5072-capt-SI_14798-H2TYGBCXY	46046937	32973857
MM_5074-capt-SI_14799-H2TYGBCXY	44130770	34817180
MM_5075-capt-SI_14831-H2WG7BCXY	53318353	36319228
MM_5076-capt-SI_14857-H2VNKBCXY	55634708	45992700
MM_5078-capt-SI_14858-H2VNKBCXY	49698648	42964328
MM_5079-capt-SI_14873-H2WKVBCXY	49354922	31783646
MM_5080-capt-SI_14880-H2WKVBCXY	45221272	28226884
MM_5083-capt-SI_14932-H2WFNBCXY	52135412	38498487
MM_5084-capt-SI_14933-H2WFNBCXY	51007817	41558569
MM_5085-capt-SI_16950-HJNF7BCXY	55705485	51235147
MM_5086-capt-SI_14946-H2VN2BCXY	48450107	31454794
MM_5088-capt-SI_14947-H2VMNBCXY	56734372	37475525
MM_5089-capt-SI_19889-H3FNGBCX2	48754105	45479030
MM_5090-capt-SI_14974-H2VFJBCXY	53101814	34805152
MM_5091-capt-SI_14975-H2VFJBCXY	47307639	27536058
MM_5092-capt-SI_14976-H2VFJBCXY	48939945	32600403
MM_5093-capt-SI_14977-H32VCBCXY	53866504	19391012
MM_5094-capt-SI_15028-H3VMLBCXY	45934164	35858302
MM_5095-capt-SI_15029-H3VMLBCXY	45207620	32749253
MM_5096-capt-SI_15086-H523VBCXY	50009217	36361930
MM_5097-capt-SI_15110-H5CFTBCXY	51442617	33207291
MM_5098-capt-SI_15111-H57HKBCXY	55159210	20631817
MM_5099-capt-SI_15112-H57HKBCXY	48239974	30677903
MM_5100-capt-SI_15113-H57HKBCXY	52723257	33739263
MM_5101-capt-SI_15162-H5CFMBCXY	46803041	34109810
MM_5102-capt-SI_15163-H5CFMBCXY	47668734	34188266
MM_5103-capt-SI_15164-H5CFMBCXY	50248910	36629291
MM_5104-capt-SI_15194-H57HWBCXY	48340277	31709925
MM_5105-capt-SI_15195-H57HWBCXY	49947707	31049270
MM_5106-capt-SI_15203-H5CFHBCXY	53599442	42500142
MM_5107-capt-SI_15204-H5CFHBCXY	54057718	46707384
MM_5108-capt-SI_15210-H3Y5KBCXY	46343940	35175252
MM_5109-capt-SI_15211-H3Y5KBCXY	44628009	34218900
MM_5110-capt-SI_15212-H3Y5JBCXY	50767422	34915567
MM_5111-capt-SI_15300-H3V7CBCXY	56441190	35682465
MM_5112-capt-SI_15301-H3V7CBCXY	50548092	33054702
MM_5113-capt-SI_15313-H3YHGBCXY	51815197	36012140
MM_5114-capt-SI_15314-H3V73BCXY	55964810	37532903
MM_5115-capt-SI_15329-H57M7BCXY	52242403	33075193
MM_5116-capt-SI_15330-H57M7BCXY	53351938	35881240
MM_5117-capt-SI_15331-H3YHWBCXY	53753433	24286427
MM_5118-capt-SI_15332-H3YHWBCXY	53124138	31957328
MM_5119-capt-SI_15361-H3V5TBCXY	47025158	32678905
MM_5120-capt-SI_15362-H3V5TBCXY	51039137	37277261
MM_5123-capt-SI_15397-H3Y7LBCXY	57601428	36893202
MM_5124-capt-SI_15398-H3Y7LBCXY	55253877	35526882
MM_5125-capt-SI_15523-H3Y7HBCXY	54214264	35063623
MM_5127-capt-SI_15576-HFCGLBCXY	53181409	47113451
MM_5128-capt-SI_15577-HFCGLBCXY	56274250	39648039
MM_5130-capt-SI_15682-CA5HJANXX	53966595	49863273
MM_5132-capt-SI_16089-HGY53BCXY	49791966	47215364
MM_5133-capt-SI_15725-CA5HJANXX	56660271	52363881
MM_5134-capt-SI_15726-CA5HJANXX	53414309	49448982
MM_5135-capt-SI_15727-CA5HJANXX	51900247	48460872
MM_5137-capt-SI_15728-CA5HJANXX	51953929	48446720
MM_5138-capt-SI_16441-HHGCKBCXY	55701067	52344084
MM_5139-capt-SI_15797-HF7GMBCXY	51771086	47378341
MM_5141-capt-SI_15862-HF7TLBCXY	57814111	54042391
MM_5142-capt-SI_15799-HF7GMBCXY	53050703	49457166
MM_5143-capt-SI_15811-HF3MLBCXY	59697970	54967653
MM_5144-capt-SI_15813-HF3MLBCXY	46761517	43967717
MM_5148-capt-SI_15917-HF72KBCXY	50515889	46046737
MM_5150-capt-SI_15918-HF72KBCXY	44480672	42022940
MM_5151-capt-SI_15919-HF72KBCXY	50808186	46545820
MM_5152-capt-SI_15941-HFF23BCXY	51956444	46483223
MM_5154-capt-SI_15942-HFF23BCXY	47240229	44655173
MM_5155-capt-SI_15943-HFF23BCXY	54062384	48840312
MM_5156-capt-SI_15944-HF72MBCXY	55604061	40571455
MM_5157-capt-SI_16008-HFCH7BCXY	48259679	44560208
MM_5158-capt-SI_15945-HF72MBCXY	52843662	48470351
MM_5159-capt-SI_16009-HFCH7BCXY	53925159	50576634
MM_5160-capt-SI_16010-HFCH7BCXY	47318234	43719683
MM_5161-capt-SI_16011-HFCG7BCXY	50393501	48173154
MM_5162-capt-SI_16012-HFCG7BCXY	45733208	43361511
MM_5163-capt-SI_16013-HFCG7BCXY	45945725	43740740
MM_5164-capt-SI_16058-HGWGYBCXY	55704612	48587403
MM_5165-capt-SI_16059-HGWGYBCXY	58351787	51555291
MM_5166-capt-SI_16296-HGW3YBCXY	46082112	42338931
MM_5167-capt-SI_16090-HGY53BCXY	47707985	44797010
MM_5168-capt-SI_16091-HGY53BCXY	54749327	52215239
MM_5169-capt-SI_16092-HGWFYBCXY	46365579	43650461
MM_5170-capt-SI_16107-HGTTHBCXY	55244866	51170989
MM_5171-capt-SI_16108-HGWKHBCXY	54233005	50346061
MM_5172-capt-SI_16109-HGWKHBCXY	49616202	46386518
MM_5173-capt-SI_16110-HGTT2BCXY	50128202	37811163
MM_5174-capt-SI_16111-HGTT2BCXY	49229164	45965159
MM_5175-capt-SI_16112-HGTT2BCXY	46963069	44698130
MM_5176-capt-SI_16225-HGVTFBCXY	60314830	56989263
MM_5177-capt-SI_16226-HGWK5BCXY	54876858	52545681
MM_5178-capt-SI_16227-HGVTFBCXY	54291932	51732235
MM_5179-capt-SI_16297-HGW3YBCXY	45348609	40966794
MM_5180-capt-SI_16298-HGW3YBCXY	52325032	47622342
MM_5181-capt-SI_16299-HH2MLBCXY	49897421	37316646
MM_5183-capt-SI_18436-HTT7LBCXY	52189102	49202159
MM_5184-capt-SI_16300-HH2MLBCXY	50160720	45511285
MM_5185-capt-SI_16301-HH2MLBCXY	45568481	42549632
MM_5186-capt-SI_16302-HGYVGBCXY	55168827	50395669
MM_5187-capt-SI_16377-HHHJ5BCXY	52384637	48603913
MM_5188-capt-SI_16378-HHHJ5BCXY	51810850	39010018
MM_5189-capt-SI_16379-HHHJ5BCXY	49552022	46387684
MM_5190-capt-SI_16691-HJMHYBCXY	61237673	41081427
MM_5191-capt-SI_16380-HHHJ7BCXY	46966391	43285197
MM_5193-capt-SI_16384-HHGF3BCXY	52156604	47414185
MM_5196-capt-SI_16424-HHGWGBCXY	47832698	45325344
MM_5197-capt-SI_16437-HHJHYBCXY	55443288	51789518
MM_5198-capt-SI_16438-HHGCKBCXY	49901743	45919754
MM_5199-capt-SI_16439-HHJHYBCXY	58457966	51377406
MM_5200-capt-SI_16440-HHGCKBCXY	51702426	47435188
MM_5201-capt-SI_16479-HHJLYBCXY	45536499	42867779
MM_5202-capt-SI_16480-HHJLYBCXY	57399325	54449679
MM_5203-capt-SI_16561-HHL3MBCXY	52271649	48392590
MM_5204-capt-SI_16562-HHL3MBCXY	54394078	50933125
MM_5205-capt-SI_16563-HHL3MBCXY	46265241	43326301
MM_5206-capt-SI_16564-HJMH5BCXY	49963616	47558886
MM_5207-capt-SI_16565-HJMH5BCXY	63336690	59137338
MM_5208-capt-SI_16608-HJMNJBCXY	47594036	32877112
MM_5209-capt-SI_16615-HJMNJBCXY	55028585	53290110
MM_5210-capt-SI_16616-HJMNJBCXY	53746710	51824907
MM_5211-capt-SI_16642-HJMVNBCXY	54279623	50950801
MM_5212-capt-SI_16643-HJMVNBCXY	53701970	49233069
MM_5213-capt-SI_16690-HJMJCBCXY	54605232	50319268
MM_5214-capt-SI_16692-HJMHYBCXY	49201978	46706551
MM_5217-capt-SI_16742-HJMN5BCXY	51445910	48021905
MM_5218-capt-SI_17072-HJNTLBCXY	55069557	52129476
MM_5219-capt-SI_16762-CAU1YANXX	60166878	53795028
MM_5221-capt-SI_16808-HJMMHBCXY	55157131	51198917
MM_5222-capt-SI_16876-HJLVLBCXY	53051981	50433346
MM_5224-capt-SI_16906-HJMLNBCXY	51781502	49093546
MM_5225-capt-SI_16946-HJMJJBCXY	52261914	46163272
MM_5226-capt-SI_16947-HJMJGBCXY	36307559	11498846
MM_5226-capt-SI_16947-HJNF7BCXY	54592907	39735625
MM_5227-capt-SI_16948-HJMJJBCXY	45633051	40689331
MM_5228-capt-SI_16992-HJLJ2BCXY	53924865	50768262
MM_5229-capt-SI_16993-HJLJ2BCXY	58468979	54206945
MM_5230-capt-SI_17033-HJLTYBCXY	56352030	49935780
MM_5231-capt-SI_17034-HJLTYBCXY	51728025	45441218
MM_5233-capt-SI_17035-HJLTYBCXY	55753017	51947057
MM_5235-capt-SI_17036-HJLNMBCXY	54490724	48181039
MM_5236-capt-SI_17067-HJNTLBCXY	53034245	49891319
MM_5237-capt-SI_17068-HJNTLBCXY	55325869	52025282
MM_5238-capt-SI_17069-HJNH5BCXY	51085964	48145776
MM_5239-capt-SI_17070-HJNH5BCXY	59483806	42326400
MM_5240-capt-SI_17071-HJNH5BCXY	55950345	52292873
MM_5241-capt-SI_17115-HJNLVBCXY	47287211	41287508
MM_5242-capt-SI_17116-HJNLVBCXY	54972095	51252802
MM_5244-capt-SI_17117-HJNLVBCXY	56746191	51873936
MM_5245-capt-SI_17185-HJLJTBCXY	47637116	43219938
MM_5246-capt-SI_17186-HJLJTBCXY	48968735	43668244
MM_5247-capt-SI_17187-HJNT7BCXY	53838449	49404292
MM_5248-capt-SI_17188-HJNT7BCXY	49327196	46318784
MM_5249-capt-SI_17197-HLLM3BCXY	51887071	48628515
MM_5251-capt-SI_17200-HLWMMBCXY	53831721	51126777
MM_5253-capt-SI_17223-HLWTMBCXY	48443800	44886115
MM_5256-capt-SI_17224-HLLNGBCXY	56441877	40464961
MM_5257-capt-SI_17290-HLVHCBCXY	59463414	54671310
2017_Fusion_Validation-capt-SI_19225-CBTA7ANXX	60134670	56819405
2017_Fusion_Validation-capt-SI_19226-CBTA7ANXX	52450392	40034166
2017_Fusion_Validation-capt-SI_19227-CBTA7ANXX	53753551	50546062
2017_Fusion_Validation-capt-SI_19228-CBTA7ANXX	54926881	52367512
2017_Fusion_Validation-capt-SI_19229-CBTA7ANXX	49466650	46995276
2017_Fusion_Validation-capt-SI_19230-CBTA7ANXX	58550911	53813627
2017_Fusion_Validation-capt-SI_19231-CBTA7ANXX	57943332	54339184
2017_Fusion_Validation-capt-SI_19232-CBTA7ANXX	48215334	45207184
2017_Fusion_Validation-capt-SI_19233-CBTA7ANXX	54510544	51299878
2017_Fusion_Validation-capt-SI_19234-CBTA7ANXX	53223557	50586870
2017_Fusion_Validation-capt-SI_19539-CBRVFANXX	41047973	39066409
2017_Fusion_Validation-capt-SI_19540-CBRVFANXX	48851975	46525040
2017_Fusion_Validation-capt-SI_19541-CBRVFANXX	57255985	53771134
2017_Fusion_Validation-capt-SI_19542-CBRVFANXX	49898622	36843981
2017_Fusion_Validation-capt-SI_19543-CBRVFANXX	50677939	47712622
2017_Fusion_Validation-capt-SI_19544-CBRVFANXX	48484310	45887132
2017_Fusion_Validation-capt-SI_19545-CBRVFANXX	58015246	54659859
2017_Fusion_Validation-capt-SI_19546-CBRVFANXX	48831694	45883284
2017_Fusion_Validation-capt-SI_19547-CBRVFANXX	54782577	52285517
2017_Fusion_Validation-capt-SI_20375-H3FG7BCX2	42960673	41132217
